company,model,fuel_type,seller_type,transmission,owner,car_age,avg_km_per_year,km_driven_log,model_cluster,company_fuel_owner,km_carage_interact,predicted_price,actual_price
Maruti,Wagon R Stingray,Petrol,Individual,Manual,First Owner,11,3181.818181818182,10.463131911491967,1,Maruti_Petrol_First Owner,115.09445102641163,106990550.0,106750000
Maruti,Alto 800 LXI,Petrol,Individual,Manual,First Owner,10,8000.0,11.289794413577894,1,Maruti_Petrol_First Owner,112.89794413577894,77443864.0,85400000
Honda,Brio S MT,Petrol,Individual,Manual,Second Owner,12,6666.666666666667,11.289794413577894,5,Honda_Petrol_Second Owner,135.47753296293473,86401140.0,91500000
Tata,Manza Aura (ABS),Diesel,Individual,Manual,First Owner,15,8000.0,11.695255355062795,0,Tata_Diesel_First Owner,175.42883032594193,74626424.0,75030000
Maruti,Celerio VXI,Petrol,Individual,Manual,Second Owner,10,4000.0,10.596659732783579,1,Maruti_Petrol_Second Owner,105.96659732783579,105358740.0,109800000
Mahindra,Bolero 2011-2019 DI,Diesel,Individual,Manual,Second Owner,13,6153.846153846154,11.289794413577894,12,Mahindra_Diesel_Second Owner,146.76732737651264,110151690.0,97600000
Maruti,Celerio VXI,Petrol,Individual,Manual,First Owner,10,2500.0,10.12667110305036,1,Maruti_Petrol_First Owner,101.26671103050359,109613700.0,106750000
Volkswagen,Polo Diesel Trendline,Diesel,Individual,Manual,Multiple Owners,12,7500.0,11.407576060361786,4,Volkswagen_Diesel_Multiple Owners,136.89091272434143,100820616.0,85400000
Hyundai,i10 Sportz,Petrol,Individual,Manual,Second Owner,12,2916.6666666666665,10.463131911491967,5,Hyundai_Petrol_Second Owner,125.5575829379036,98717010.0,85400000
Chevrolet,Sail LT ABS,Diesel,Individual,Manual,First Owner,11,3454.5454545454545,10.545367754151743,7,Chevrolet_Diesel_First Owner,115.99904529566916,128209864.0,79300000
Tata,Indigo CS LS,Diesel,Individual,Manual,First Owner,13,6923.076923076923,11.407576060361786,12,Tata_Diesel_First Owner,148.2984887847032,62629900.0,45750000
Maruti,Baleno Sigma 1.2,Petrol,Individual,Manual,First Owner,6,1666.6666666666667,9.210440366976517,6,Maruti_Petrol_First Owner,55.2626422018591,164212380.0,152500000
Maruti,Eeco 5 Seater,Petrol,Individual,Manual,First Owner,9,4222.222222222223,10.545367754151743,2,Maruti_Petrol_First Owner,94.90830978736568,116631960.0,119560000
Maruti,Wagon R VXI,Petrol,Individual,Manual,First Owner,9,4444.444444444444,10.596659732783579,2,Maruti_Petrol_First Owner,95.3699375950522,121235440.0,103700000
Maruti,Ritz VDi,Diesel,Individual,Manual,Second Owner,14,6357.142857142857,11.39640288460621,12,Maruti_Diesel_Second Owner,159.54964038448696,77671970.0,82350000
Hyundai,i20 1.2 Sportz,Petrol,Individual,Manual,Second Owner,13,7153.846153846154,11.440365524765756,5,Hyundai_Petrol_Second Owner,148.72475182195484,97895560.0,83875000
Hyundai,i10 Magna 1.1L,Petrol,Individual,Manual,First Owner,17,2941.176470588235,10.819798284210286,14,Hyundai_Petrol_First Owner,183.93657083157487,50954296.0,70149695
Hyundai,Santro Xing GL,Petrol,Individual,Manual,Multiple Owners,16,5625.0,11.407576060361786,13,Hyundai_Petrol_Multiple Owners,182.52121696578857,36388790.0,35074695
Hyundai,Grand i10 1.2,Petrol,Individual,Manual,First Owner,8,625.0,8.517393171418904,6,Hyundai_Petrol_First Owner,68.13914537135123,163541250.0,183000000
Tata,New Safari DICOR,Diesel,Individual,Manual,First Owner,15,6666.666666666667,11.51293546492023,0,Tata_Diesel_First Owner,172.69403197380345,94306480.0,91500000
Hyundai,Xcent 1.1 CRDi,Diesel,Individual,Manual,First Owner,10,7000.0,11.156264806643742,7,Hyundai_Diesel_First Owner,111.56264806643742,126492930.0,146400000
Hyundai,Santro Xing Base,Petrol,Individual,Manual,Second Owner,19,4736.8421052631575,11.407576060361786,3,Hyundai_Petrol_Second Owner,216.74394514687393,37676544.0,22875000
Renault,Duster 110PS Diesel,Diesel,Individual,Manual,Second Owner,12,10000.0,11.695255355062795,4,Renault_Diesel_Second Owner,140.34306426075352,146250220.0,198250000
Toyota,Innova 2.5 EV,Diesel,Individual,Manual,Second Owner,12,7916.666666666667,11.461642696843066,4,Toyota_Diesel_Second Owner,137.5397123621168,183163300.0,183000000
Maruti,Alto 800 LXI,Petrol,Individual,Manual,First Owner,11,5000.0,10.915106645867503,1,Maruti_Petrol_First Owner,120.06617310454254,72986850.0,54900000
Hyundai,i10 Magna 1.2,Petrol,Individual,Manual,First Owner,11,4818.181818181818,10.87806606028079,1,Hyundai_Petrol_First Owner,119.6587266630887,106975460.0,83875000
Maruti,Ritz VXi,Petrol,Individual,Manual,First Owner,16,7500.0,11.695255355062795,13,Maruti_Petrol_First Owner,187.12408568100471,49444836.0,61000000
Hyundai,Verna 1.6 SX,Diesel,Individual,Manual,First Owner,11,13669.09090909091,11.920794348360973,7,Hyundai_Diesel_First Owner,131.1287378319707,176959920.0,196725000
Tata,Manza Aqua Safire,Petrol,Individual,Manual,Second Owner,14,7857.142857142857,11.608244735642321,11,Tata_Petrol_Second Owner,162.5154262989925,42078400.0,76250000
Maruti,SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner,13,7615.384615384615,11.502885230075814,5,Maruti_Petrol_Second Owner,149.53750799098557,104550296.0,79300000
Mahindra,Xylo D2,Diesel,Individual,Manual,Second Owner,15,8000.0,11.695255355062795,0,Mahindra_Diesel_Second Owner,175.42883032594193,54691650.0,76250000
Maruti,Swift Dzire AMT,Petrol,Individual,Automatic,First Owner,8,15000.0,11.695255355062795,2,Maruti_Petrol_First Owner,93.56204284050236,160598910.0,193675000
Maruti,Wagon R LXI,Petrol,Individual,Manual,Multiple Owners,16,4687.5,11.225256725762893,13,Maruti_Petrol_Multiple Owners,179.6041076122063,42113260.0,45750000
Volkswagen,Vento Diesel Trendline,Diesel,Individual,Manual,Multiple Owners,15,8000.0,11.695255355062795,0,Volkswagen_Diesel_Multiple Owners,175.42883032594193,59418976.0,97600000
Maruti,Wagon R LX,Petrol,Individual,Manual,Multiple Owners,15,8000.0,11.695255355062795,13,Maruti_Petrol_Multiple Owners,175.42883032594193,51803988.0,36600000
Hyundai,Santro Xing XS,Petrol,Individual,Manual,Multiple Owners,18,5000.0,11.407576060361786,14,Hyundai_Petrol_Multiple Owners,205.33636908651215,32889740.0,50325000
Toyota,Camry W4 (AT),Petrol,Dealer,Automatic,First Owner,16,4437.5,11.170449240431308,13,Toyota_Petrol_First Owner,178.72718784690093,118123210.0,137250000
Tata,Indica V2 DLE,Diesel,Individual,Manual,Multiple Owners,18,5000.0,11.407576060361786,10,Tata_Diesel_Multiple Owners,205.33636908651215,21593526.0,27450000
Ford,Fiesta EXi 1.4,Diesel,Individual,Manual,Second Owner,14,11071.42857142857,11.951186847493476,12,Ford_Diesel_Second Owner,167.31661586490867,76134430.0,67100000
Hyundai,Verna 1.6 SX,Diesel,Individual,Manual,Multiple Owners,14,6857.142857142857,11.472113887062386,12,Hyundai_Diesel_Multiple Owners,160.6095944188734,128634810.0,137250000
Maruti,Wagon R LXI,Petrol,Individual,Manual,First Owner,8,10000.0,11.289794413577894,2,Maruti_Petrol_First Owner,90.31835530862315,119805730.0,109800000
Maruti,Ritz VDi,Diesel,Individual,Manual,Second Owner,16,7500.0,11.695255355062795,0,Maruti_Diesel_Second Owner,187.12408568100471,59920356.0,61000000
Hyundai,i10 Sportz,Petrol,Individual,Manual,First Owner,11,1363.6363636363637,9.61587214452889,1,Hyundai_Petrol_First Owner,105.77459358981778,109977050.0,97600000
Tata,Zest Quadrajet 1.3,Diesel,Individual,Manual,First Owner,10,3500.0,10.463131911491967,7,Tata_Diesel_First Owner,104.63131911491968,132481780.0,122000000
Maruti,Swift VDI,Diesel,Individual,Manual,Second Owner,14,6428.571428571428,11.407576060361786,12,Maruti_Diesel_Second Owner,159.706064845065,96582540.0,114375000
Maruti,Swift Dzire VXI,Petrol,Individual,Manual,First Owner,8,11250.0,11.407576060361786,2,Maruti_Petrol_First Owner,91.26060848289428,162947580.0,189100000
Maruti,Ertiga VDI,Diesel,Individual,Manual,First Owner,12,9166.666666666666,11.608244735642321,4,Maruti_Diesel_First Owner,139.29893682770785,165414560.0,151585000
Mahindra,Bolero 2011-2019 DI,Diesel,Individual,Manual,Second Owner,11,15181.818181818182,12.025755079404917,7,Mahindra_Diesel_Second Owner,132.28330587345408,140202140.0,106750000
Hyundai,EON Era Plus,Petrol,Individual,Manual,First Owner,11,1818.1818181818182,9.90353755128617,1,Hyundai_Petrol_First Owner,108.93891306414787,75100190.0,76250000
Volkswagen,Ameo 1.0 MPI,Petrol,Individual,Manual,First Owner,6,2166.6666666666665,9.472781556562168,6,Volkswagen_Petrol_First Owner,56.83668933937301,171813900.0,146400000
Mahindra,Jeep MM 550,Diesel,Individual,Manual,Second Owner,20,1500.0,10.308985993422082,3,Mahindra_Diesel_Second Owner,206.17971986844165,88237850.0,122000000
Maruti,Swift 1.3 VXi,Petrol,Individual,Manual,First Owner,16,1562.5,10.12667110305036,13,Maruti_Petrol_First Owner,162.02673764880575,67030960.0,67100000
Hyundai,Verna 1.6 CRDI,Diesel,Individual,Manual,Second Owner,14,11214.285714285714,11.964007453736912,12,Hyundai_Diesel_Second Owner,167.49610435231676,109386810.0,115900000
Hyundai,i20 1.2 Spotz,Petrol,Individual,Manual,First Owner,7,3571.4285714285716,10.12667110305036,6,Hyundai_Petrol_First Owner,70.88669772135252,184378780.0,173850000
Maruti,Swift Dzire LDI,Diesel,Individual,Manual,Second Owner,12,15833.333333333334,12.154784614286667,4,Maruti_Diesel_Second Owner,145.85741537144,111812020.0,131150000
Tata,Tiago 1.2 Revotron,Petrol,Individual,Manual,Second Owner,7,6428.571428571428,10.714439990727769,6,Tata_Petrol_Second Owner,75.00107993509438,124631550.0,146400000
Maruti,Celerio VXI,Petrol,Individual,Manual,Second Owner,9,2777.777777777778,10.12667110305036,2,Maruti_Petrol_Second Owner,91.14003992745323,106621700.0,125355000
Maruti,Wagon R LXI,LPG,Individual,Manual,Second Owner,15,4666.666666666667,11.156264806643742,13,Maruti_LPG_Second Owner,167.34397209965613,59504290.0,45750000
Tata,Indica V2 DLS,Diesel,Individual,Manual,Second Owner,18,6111.111111111111,11.608244735642321,10,Tata_Diesel_Second Owner,208.94840524156177,22170700.0,21350000
Chevrolet,Cruze LTZ,Diesel,Individual,Manual,Multiple Owners,14,7142.857142857143,11.51293546492023,12,Chevrolet_Diesel_Multiple Owners,161.1810965088832,109613400.0,82350000
Volkswagen,Vento 1.5 TDI,Diesel,Individual,Manual,First Owner,11,10090.90909090909,11.6172944892629,7,Volkswagen_Diesel_First Owner,127.7902393818919,145503710.0,172325000
Maruti,Alto 800 Base,Petrol,Individual,Manual,First Owner,9,4444.444444444444,10.596659732783579,2,Maruti_Petrol_First Owner,95.3699375950522,76507040.0,67100000
Maruti,SX4 VDI,Diesel,Individual,Manual,Second Owner,13,13461.538461538461,12.07254696717504,12,Maruti_Diesel_Second Owner,156.9431105732755,107653000.0,99125000
Tata,New Safari DICOR,Diesel,Individual,Manual,First Owner,14,5714.285714285715,11.289794413577894,12,Tata_Diesel_First Owner,158.05712179009052,108471390.0,91500000
Hyundai,EON Era Plus,Petrol,Individual,Manual,First Owner,8,1000.0,8.987321812850125,2,Hyundai_Petrol_First Owner,71.898574502801,103432060.0,91500000
Ford,Figo 1.5D Base,Diesel,Individual,Manual,First Owner,8,14125.0,11.635151947212842,8,Ford_Diesel_First Owner,93.08121557770274,138013100.0,131150000
Ford,Figo Aspire 1.5,Diesel,Individual,Manual,First Owner,7,3000.0,9.952325334619427,8,Ford_Diesel_First Owner,69.66627734233599,160617120.0,198250000
Maruti,Swift VXi BSIV,Petrol,Individual,Manual,Second Owner,19,4894.736842105263,11.440365524765756,3,Maruti_Petrol_Second Owner,217.36694497054935,42860876.0,57645000
Maruti,Wagon R VXI,Petrol,Individual,Manual,First Owner,9,8888.888888888889,11.289794413577894,2,Maruti_Petrol_First Owner,101.60814972220105,110535890.0,106750000
Renault,Duster Adventure Edition,Diesel,Individual,Manual,First Owner,9,8888.888888888889,11.289794413577894,9,Renault_Diesel_First Owner,101.60814972220105,171584620.0,198250000
Maruti,Zen Estilo 1.1,Petrol,Individual,Manual,Multiple Owners,18,3888.8888888888887,11.156264806643742,14,Maruti_Petrol_Multiple Owners,200.81276651958737,31946696.0,45750000
Maruti,Alto 800 VXI,Petrol,Individual,Manual,Second Owner,9,3333.3333333333335,10.308985993422082,2,Maruti_Petrol_Second Owner,92.78087394079874,89013610.0,85400000
Hyundai,Verna Transform CRDi,Diesel,Individual,Manual,Second Owner,15,4666.666666666667,11.156264806643742,0,Hyundai_Diesel_Second Owner,167.34397209965613,93846960.0,97600000
Maruti,Celerio ZXI,Petrol,Individual,Manual,First Owner,11,2272.7272727272725,10.12667110305036,1,Maruti_Petrol_First Owner,111.39338213355396,107172790.0,117425000
Ford,EcoSport 1.5 Petrol,Petrol,Individual,Manual,Second Owner,8,3750.0,10.308985993422082,2,Ford_Petrol_Second Owner,82.47188794737666,135679820.0,184220000
Ford,Figo 1.2P Titanium,Petrol,Individual,Manual,First Owner,8,12500.0,11.51293546492023,2,Ford_Petrol_First Owner,92.10348371936183,134905940.0,122000000
Honda,City 2017-2020 GXi,Petrol,Individual,Manual,Multiple Owners,18,6666.666666666667,11.695255355062795,14,Honda_Petrol_Multiple Owners,210.5145963911303,55249040.0,48800000
Renault,Fluence Diesel E4,Diesel,Individual,Manual,Multiple Owners,13,9230.76923076923,11.695255355062795,12,Renault_Diesel_Multiple Owners,152.03831961581633,138340640.0,76250000
Tata,Indica Vista Aqua,Diesel,Individual,Manual,Second Owner,14,7857.142857142857,11.608244735642321,12,Tata_Diesel_Second Owner,162.5154262989925,49091924.0,61000000
Hyundai,Santro Xing XL,Petrol,Individual,Manual,Second Owner,20,3000.0,11.002116507732017,3,Hyundai_Petrol_Second Owner,220.04233015464035,37778650.0,25925000
Renault,Pulse RxL,Diesel,Individual,Manual,First Owner,13,5769.2307692307695,11.225256725762893,12,Renault_Diesel_First Owner,145.9283374349176,84902830.0,67100000
Maruti,Swift Dzire VXI,Petrol,Individual,Manual,First Owner,9,6666.666666666667,11.002116507732017,2,Maruti_Petrol_First Owner,99.01904856958815,146145040.0,140299695
Maruti,Baleno Delta 1.2,Petrol,Individual,Manual,First Owner,7,2857.1428571428573,9.90353755128617,6,Maruti_Petrol_First Owner,69.32476285900319,171705310.0,175375000
Hyundai,i20 Active 1.2,Petrol,Individual,Manual,First Owner,10,5000.0,10.819798284210286,1,Hyundai_Petrol_First Owner,108.19798284210286,156679660.0,198250000
Toyota,Innova 2.5 G2,Diesel,Individual,Manual,First Owner,19,13894.736842105263,12.483708170000067,3,Toyota_Diesel_First Owner,237.19045523000128,108993160.0,131150000
Hyundai,i10 Sportz AT,Petrol,Individual,Automatic,Multiple Owners,14,4285.714285714285,11.002116507732017,11,Hyundai_Petrol_Multiple Owners,154.02963110824825,63298304.0,103700000
Maruti,Ignis 1.2 Delta,Petrol,Individual,Manual,First Owner,6,2500.0,9.61587214452889,6,Maruti_Petrol_First Owner,57.69523286717334,150250320.0,152500000
Maruti,Alto LXi BSIII,Petrol,Individual,Manual,First Owner,15,6100.0,11.424105180165641,13,Maruti_Petrol_First Owner,171.36157770248462,53476908.0,45750000
Ford,Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner,14,5714.285714285715,11.289794413577894,12,Ford_Diesel_Second Owner,158.05712179009052,64690884.0,61000000
Toyota,Etios Diesel TRD,Diesel,Individual,Manual,First Owner,13,6923.076923076923,11.407576060361786,12,Toyota_Diesel_First Owner,148.2984887847032,133873030.0,91500000
Hyundai,i10 Era,Petrol,Individual,Manual,First Owner,14,2142.8571428571427,10.308985993422082,11,Hyundai_Petrol_First Owner,144.32580390790915,72859480.0,91500000
Maruti,Alto 800 VXI,Petrol,Individual,Manual,Second Owner,7,2142.8571428571427,9.61587214452889,6,Maruti_Petrol_Second Owner,67.31110501170222,104152824.0,91500000
Tata,Tiago 1.2 Revotron,Petrol,Individual,Manual,First Owner,7,2857.1428571428573,9.90353755128617,6,Tata_Petrol_First Owner,69.32476285900319,136319170.0,122000000
Renault,Duster 110PS Diesel,Diesel,Individual,Manual,First Owner,13,6923.076923076923,11.407576060361786,12,Renault_Diesel_First Owner,148.2984887847032,133169170.0,137250000
Maruti,Swift ZXI,Petrol,Individual,Manual,Second Owner,13,5384.615384615385,11.156264806643742,5,Maruti_Petrol_Second Owner,145.03144248636866,105091390.0,85400000
Mahindra,Bolero SLX,Diesel,Individual,Manual,Second Owner,14,4285.714285714285,11.002116507732017,12,Mahindra_Diesel_Second Owner,154.02963110824825,122190520.0,134200000
Mahindra,Scorpio EX,Diesel,Individual,Manual,First Owner,12,16250.0,12.180759965737863,4,Mahindra_Diesel_First Owner,146.16911958885436,139599060.0,152500000
Mahindra,Scorpio VLX 2WD,Diesel,Individual,Manual,Second Owner,13,7838.692307692308,11.531786472611147,12,Mahindra_Diesel_Second Owner,149.91322414394492,158125400.0,170800000
Maruti,Swift Dzire VDI,Diesel,Individual,Manual,Second Owner,11,6363.636363636364,11.156264806643742,7,Maruti_Diesel_Second Owner,122.71891287308117,146054850.0,183000000
Honda,Jazz 1.2 VX,Petrol,Dealer,Manual,First Owner,9,1666.6666666666667,9.61587214452889,2,Honda_Petrol_First Owner,86.54284930076001,157837950.0,160430000
Maruti,Swift VDI,Diesel,Individual,Manual,Multiple Owners,12,10000.0,11.695255355062795,4,Maruti_Diesel_Multiple Owners,140.34306426075352,114981020.0,143350000
Tata,Bolt Quadrajet XE,Diesel,Individual,Manual,First Owner,8,3375.0,10.203629181337648,8,Tata_Diesel_First Owner,81.62903345070119,142434930.0,183000000
Tata,Manza Aura Quadrajet,Diesel,Individual,Manual,First Owner,15,5866.666666666667,11.385103457032141,0,Tata_Diesel_First Owner,170.77655185548213,79018420.0,33550000
Renault,Fluence 2.0,Petrol,Dealer,Automatic,First Owner,14,3071.4285714285716,10.668978650219241,11,Renault_Petrol_First Owner,149.36570110306937,96386820.0,183000000
Toyota,Innova 2.5 G,Diesel,Individual,Manual,Multiple Owners,17,9058.823529411764,11.944714374881176,10,Toyota_Diesel_Multiple Owners,203.06014437298,147499900.0,152500000
Hyundai,i20 Sportz Option,Diesel,Individual,Manual,First Owner,10,9000.0,11.407576060361786,7,Hyundai_Diesel_First Owner,114.07576060361785,188019520.0,152500000
Maruti,Alto LXi,Petrol,Individual,Manual,Second Owner,16,3687.5,10.985309671896763,13,Maruti_Petrol_Second Owner,175.7649547503482,43496812.0,51850000
Mahindra,Bolero 2011-2019 ZLX,Diesel,Individual,Manual,First Owner,12,3750.0,10.714439990727769,4,Mahindra_Diesel_First Owner,128.57327988873323,151696780.0,183000000
Hyundai,Elantra CRDi SX,Diesel,Dealer,Automatic,First Owner,12,5333.333333333333,11.06665398721974,4,Hyundai_Diesel_First Owner,132.79984784663688,222378750.0,198250000
Maruti,Swift Dzire VDI,Diesel,Individual,Manual,First Owner,11,7636.363636363636,11.338583982516495,7,Maruti_Diesel_First Owner,124.72442380768145,150150030.0,152500000
Maruti,Alto LXi,Petrol,Individual,Manual,First Owner,15,2333.3333333333335,10.463131911491967,13,Maruti_Petrol_First Owner,156.94697867237952,57593176.0,57950000
Maruti,Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner,15,12666.666666666666,12.154784614286667,0,Maruti_Diesel_Second Owner,182.32176921430002,85670450.0,61000000
Mahindra,Bolero 2011-2019 DI,Diesel,Individual,Manual,First Owner,9,7777.777777777777,11.156264806643742,9,Mahindra_Diesel_First Owner,100.40638325979369,169569980.0,167750000
Mahindra,Scorpio 2.6 SPORTZ,Diesel,Individual,Manual,Second Owner,19,6315.789473684211,11.695255355062795,3,Mahindra_Diesel_Second Owner,222.2098517461931,65041784.0,67100000
Maruti,Swift ZXI,Petrol,Individual,Manual,First Owner,11,4545.454545454545,10.819798284210286,1,Maruti_Petrol_First Owner,119.01778112631314,124280700.0,132674695
Tata,Indica GLS BS,Petrol,Individual,Manual,Multiple Owners,18,4444.444444444444,11.289794413577894,14,Tata_Petrol_Multiple Owners,203.2162994444021,23418044.0,24400000
Honda,City V MT,Petrol,Individual,Manual,First Owner,13,6384.615384615385,11.326607934898927,5,Honda_Petrol_First Owner,147.24590315368604,114548904.0,167750000
Maruti,Wagon R LXI,Petrol,Individual,Manual,First Owner,9,15555.555555555555,11.849404844423074,2,Maruti_Petrol_First Owner,106.64464359980767,109112840.0,106750000
Maruti,Swift VDI,Diesel,Individual,Manual,Second Owner,12,7166.666666666667,11.362114203075018,4,Maruti_Diesel_Second Owner,136.34537043690023,119653800.0,131150000
Hyundai,i10 Magna 1.2,Petrol,Individual,Manual,First Owner,11,2272.7272727272725,10.12667110305036,1,Hyundai_Petrol_First Owner,111.39338213355396,111868456.0,107055000
Maruti,Alto K10 VXI,Petrol,Individual,Manual,First Owner,8,3375.0,10.203629181337648,2,Maruti_Petrol_First Owner,81.62903345070119,112188456.0,106750000
Mahindra,Bolero 2011-2019 Plus,Diesel,Individual,Manual,Multiple Owners,14,12500.0,12.07254696717504,12,Mahindra_Diesel_Multiple Owners,169.01565754045055,121888024.0,97600000
Honda,Amaze i-VTEC Privilege,Petrol,Individual,Manual,First Owner,8,1972.5,9.666561963748133,2,Honda_Petrol_First Owner,77.33249570998507,172310690.0,173850000
Ford,EcoSport 1.5 TDCi,Diesel,Individual,Manual,First Owner,9,13888.888888888889,11.736077016252437,9,Ford_Diesel_First Owner,105.62469314627194,173211540.0,198250000
Renault,Duster 85PS Diesel,Diesel,Individual,Manual,First Owner,9,5555.555555555556,10.819798284210286,9,Renault_Diesel_First Owner,97.37818455789258,183100020.0,163175000
Maruti,Wagon R VXI,Petrol,Individual,Manual,First Owner,11,2818.181818181818,10.34177474101152,1,Maruti_Petrol_First Owner,113.75952215112672,97911470.0,91500000
Renault,Duster 110PS Diesel,Diesel,Individual,Manual,First Owner,10,6000.0,11.002116507732017,7,Renault_Diesel_First Owner,110.02116507732018,176770640.0,183000000
Renault,KWID RXT Optional,Petrol,Individual,Manual,First Owner,6,2500.0,9.61587214452889,6,Renault_Petrol_First Owner,57.69523286717334,106035890.0,106750000
Maruti,Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner,15,8000.0,11.695255355062795,0,Maruti_Diesel_Second Owner,175.42883032594193,86795230.0,109800000
Datsun,RediGO S,Petrol,Individual,Manual,First Owner,7,7142.857142857143,10.819798284210286,6,Datsun_Petrol_First Owner,75.738587989472,84498460.0,85400000
Maruti,Swift 1.3 VXi,Petrol,Individual,Manual,Second Owner,18,4444.444444444444,11.289794413577894,14,Maruti_Petrol_Second Owner,203.2162994444021,48067868.0,61000000
Maruti,Ciaz ZDi,Diesel,Dealer,Manual,First Owner,10,4000.0,10.596659732783579,7,Maruti_Diesel_First Owner,105.96659732783579,185212050.0,163175000
Honda,Mobilio V i,Diesel,Individual,Manual,Second Owner,11,3636.3636363636365,10.596659732783579,7,Honda_Diesel_Second Owner,116.56325706061936,153115310.0,183000000
Hyundai,i20 Magna 1.2,Petrol,Individual,Manual,First Owner,9,1111.111111111111,9.210440366976517,2,Hyundai_Petrol_First Owner,82.89396330278865,171213250.0,183000000
Mahindra,KUV 100 mFALCON,Petrol,Individual,Manual,Second Owner,9,11111.111111111111,11.51293546492023,9,Mahindra_Petrol_Second Owner,103.61641918428207,120768140.0,106750000
Tata,Indigo CS LX,Diesel,Individual,Manual,Multiple Owners,13,3846.153846153846,10.819798284210286,12,Tata_Diesel_Multiple Owners,140.65737769473373,58000944.0,54900000
Volkswagen,Polo GT TDI,Diesel,Individual,Manual,Second Owner,11,7272.727272727273,11.289794413577894,7,Volkswagen_Diesel_Second Owner,124.18773854935684,143346190.0,129625000
Hyundai,i10 Magna 1.2,Petrol,Individual,Manual,First Owner,13,4307.692307692308,10.933124826700707,5,Hyundai_Petrol_First Owner,142.1306227471092,81728910.0,82350000
Nissan,Micra XV CVT,Petrol,Individual,Automatic,First Owner,11,2363.6363636363635,10.165890277802454,1,Nissan_Petrol_First Owner,111.824793055827,104390220.0,110105000
Toyota,Innova 2.5 G,Diesel,Individual,Manual,Multiple Owners,17,14705.882352941177,12.429220196836383,10,Toyota_Diesel_Multiple Owners,211.2967433462185,172204480.0,129625000
Maruti,Alto LX,Petrol,Individual,Manual,Multiple Owners,15,8000.0,11.695255355062795,13,Maruti_Petrol_Multiple Owners,175.42883032594193,48046404.0,38125000
Hyundai,Grand i10 1.2,Petrol,Individual,Manual,First Owner,6,2500.0,9.61587214452889,6,Hyundai_Petrol_First Owner,57.69523286717334,162871710.0,149144695
Ford,Figo 1.5P Titanium,Petrol,Individual,Automatic,First Owner,10,4000.0,10.596659732783579,1,Ford_Petrol_First Owner,105.96659732783579,157868030.0,126880000
Nissan,Terrano XL Plus,Diesel,Individual,Manual,First Owner,12,14166.666666666666,12.04355959836804,4,Nissan_Diesel_First Owner,144.52271518041647,120910030.0,155549695
Maruti,Celerio LXI,Petrol,Individual,Manual,First Owner,11,3181.818181818182,10.463131911491967,1,Maruti_Petrol_First Owner,115.09445102641163,95661330.0,91500000
Ford,Fiesta Classic 1.4,Diesel,Individual,Manual,First Owner,13,10538.461538461539,11.827743504053695,12,Ford_Diesel_First Owner,153.76066555269804,99708904.0,61000000
Mahindra,Bolero SLX,Diesel,Individual,Manual,Second Owner,14,3571.4285714285716,10.819798284210286,12,Mahindra_Diesel_Second Owner,151.477175978944,122190104.0,125049695
Mahindra,Bolero 2011-2019 DI,Diesel,Individual,Manual,First Owner,12,6666.666666666667,11.289794413577894,4,Mahindra_Diesel_First Owner,135.47753296293473,139885230.0,122000000
Mahindra,Xylo D2 BS,Diesel,Individual,Manual,First Owner,14,8571.42857142857,11.695255355062795,12,Mahindra_Diesel_First Owner,163.73357497087912,101264904.0,61000000
Maruti,Wagon R LXI,Petrol,Individual,Manual,First Owner,14,4607.142857142857,11.07443600653965,11,Maruti_Petrol_First Owner,155.04210409155507,60001150.0,73200000
Maruti,Swift Dzire VXI,Petrol,Individual,Manual,First Owner,10,5000.0,10.819798284210286,1,Maruti_Petrol_First Owner,108.19798284210286,150847900.0,167750000
Renault,Triber RXZ BSIV,Petrol,Individual,Manual,First Owner,6,833.3333333333334,8.517393171418904,6,Renault_Petrol_First Owner,51.10435902851343,151931120.0,198250000
Renault,KWID RXT,Petrol,Individual,Manual,First Owner,9,6666.666666666667,11.002116507732017,2,Renault_Petrol_First Owner,99.01904856958815,84102264.0,79300000
Mahindra,Bolero 2011-2019 EX,Diesel,Individual,Manual,First Owner,11,6363.636363636364,11.156264806643742,7,Mahindra_Diesel_First Owner,122.71891287308117,120764070.0,183000000
Maruti,Omni 5 Seater,Petrol,Individual,Manual,Second Owner,14,5000.0,11.156264806643742,11,Maruti_Petrol_Second Owner,156.18770729301238,63013880.0,39650000
Nissan,Sunny Diesel XL,Diesel,Individual,Manual,First Owner,12,4166.666666666667,10.819798284210286,4,Nissan_Diesel_First Owner,129.83757941052343,109709540.0,99125000
Toyota,Corolla Altis Diesel,Diesel,Individual,Manual,Second Owner,14,13214.285714285714,12.128116509451258,12,Toyota_Diesel_Second Owner,169.7936311323176,146178580.0,111325000
Datsun,GO Plus A,Petrol,Individual,Manual,First Owner,10,6000.0,11.002116507732017,1,Datsun_Petrol_First Owner,110.02116507732018,102537240.0,106750000
Mahindra,Scorpio M2DI,Diesel,Individual,Manual,Second Owner,14,7142.857142857143,11.51293546492023,12,Mahindra_Diesel_Second Owner,161.1810965088832,111850130.0,128100000
